2025-11-27T04:31:53.2534120Z Container start method called.
2025-11-27T04:31:53.2735446Z Establishing network.
2025-11-27T04:31:53.2809519Z Pulling image: appsvc/node:20-lts_20251016.4.tuxprod.
2025-11-27T04:31:54.0156389Z Container is starting.
2025-11-27T04:31:54.0238377Z Establishing user namespace if not established already.
2025-11-27T04:31:54.0322719Z Establishing network if not established already.
2025-11-27T04:31:54.0327510Z Mounting volumes.
2025-11-27T04:31:54.0358672Z Nested mountpoint 
2025-11-27T04:31:54.1111187Z Nested mountpoint volatile/logs
2025-11-27T04:31:54.1404370Z Nested mountpoint 
2025-11-27T04:31:54.1574922Z Nested mountpoint 
2025-11-27T04:31:54.2454345Z Nested mountpoint 
2025-11-27T04:31:55.1216717Z Creating container.
2025-11-27T04:31:55.1228225Z Creating pipes for streaming container io.
2025-11-27T04:31:55.1237371Z Creating stdout named pipe at /podr/container/pipe/1a9b579fb82d_creerlio-app/stdout_992c554fd8274aa9b4c4029598f0524f.
2025-11-27T04:31:55.2491213Z Successfully created stdout named pipe at: /podr/container/pipe/1a9b579fb82d_creerlio-app/stdout_992c554fd8274aa9b4c4029598f0524f.
2025-11-27T04:31:55.2564688Z Opening named pipe /podr/container/pipe/1a9b579fb82d_creerlio-app/stdout_992c554fd8274aa9b4c4029598f0524f for reading in non-blocking mode.
2025-11-27T04:31:55.2568574Z Successfully opened named pipe: /podr/container/pipe/1a9b579fb82d_creerlio-app/stdout_992c554fd8274aa9b4c4029598f0524f.
2025-11-27T04:31:55.2580846Z Successfully removed non-blocking flag from /podr/container/pipe/1a9b579fb82d_creerlio-app/stdout_992c554fd8274aa9b4c4029598f0524f.
2025-11-27T04:31:55.2593402Z Creating stderr named pipe at /podr/container/pipe/1a9b579fb82d_creerlio-app/stderr_69295d006144490780ba7423d1bbe9e9.
2025-11-27T04:31:55.2678352Z Successfully created stderr named pipe at: /podr/container/pipe/1a9b579fb82d_creerlio-app/stderr_69295d006144490780ba7423d1bbe9e9.
2025-11-27T04:31:55.2680900Z Opening named pipe /podr/container/pipe/1a9b579fb82d_creerlio-app/stderr_69295d006144490780ba7423d1bbe9e9 for reading in non-blocking mode.
2025-11-27T04:31:55.2749849Z Successfully opened named pipe: /podr/container/pipe/1a9b579fb82d_creerlio-app/stderr_69295d006144490780ba7423d1bbe9e9.
2025-11-27T04:31:55.2752142Z Successfully removed non-blocking flag from /podr/container/pipe/1a9b579fb82d_creerlio-app/stderr_69295d006144490780ba7423d1bbe9e9.
2025-11-27T04:31:55.2785843Z Creating container with image: appsvc/node:20-lts_20251016.4.tuxprod from registry: 10.1.0.4:13209 and fully qualified image name: 10.1.0.4:13209/appsvc/node:20-lts_20251016.4.tuxprod
2025-11-27T04:31:57.0526024Z Starting container: 1a9b579fb82d_creerlio-app.
2025-11-27T04:31:57.2359351Z Starting watchers and probes.
2025-11-27T04:31:57.2956622Z Starting metrics collection.
2025-11-27T04:31:57.3137828Z Container is running.
2025-11-27T04:31:57.7416378Z Container start method finished after 4429 ms.
2025-11-27T04:33:18.9501159Z Container has finished running with exit code: 127.
2025-11-27T04:33:19.3086159Z Container is terminating. Grace period: 5 seconds.
2025-11-27T04:33:20.7219238Z Stop and delete container. Retry count = 0
2025-11-27T04:33:20.7710446Z Stopping container: 1a9b579fb82d_creerlio-app.
2025-11-27T04:33:21.2624746Z Deleting container: 1a9b579fb82d_creerlio-app. Retry count = 0
2025-11-27T04:33:22.5433429Z Container spec TerminationMessagePolicy  path 
2025-11-27T04:58:58.5566946Z Creating stderr named pipe at /podr/container/pipe/9b265b1a65b3_creerlio-app/stderr_32b19d6804b348d69269b294384b7976.
2025-11-27T04:58:58.5580301Z Successfully created stderr named pipe at: /podr/container/pipe/9b265b1a65b3_creerlio-app/stderr_32b19d6804b348d69269b294384b7976.
2025-11-27T04:58:58.5582442Z Opening named pipe /podr/container/pipe/9b265b1a65b3_creerlio-app/stderr_32b19d6804b348d69269b294384b7976 for reading in non-blocking mode.
2025-11-27T04:58:58.5653495Z Successfully opened named pipe: /podr/container/pipe/9b265b1a65b3_creerlio-app/stderr_32b19d6804b348d69269b294384b7976.
2025-11-27T04:58:58.5654963Z Successfully removed non-blocking flag from /podr/container/pipe/9b265b1a65b3_creerlio-app/stderr_32b19d6804b348d69269b294384b7976.
2025-11-27T04:58:58.5668531Z Creating container with image: appsvc/node:20-lts_20251016.4.tuxprod from registry: 10.1.0.6:13209 and fully qualified image name: 10.1.0.6:13209/appsvc/node:20-lts_20251016.4.tuxprod
2025-11-27T04:59:00.1456229Z Starting container: 9b265b1a65b3_creerlio-app.
2025-11-27T04:59:00.3468265Z Starting watchers and probes.
2025-11-27T04:59:00.3559465Z Starting metrics collection.
2025-11-27T04:59:00.3882867Z Container is running.
2025-11-27T04:59:00.6787536Z Container start method finished after 3750 ms.
2025-11-27T04:59:41.6832493Z Container has finished running with exit code: 127.
2025-11-27T04:59:41.7139113Z Container is terminating. Grace period: 5 seconds.
2025-11-27T04:59:41.7235918Z Stop and delete container. Retry count = 0
2025-11-27T04:59:41.7248255Z Stopping container: 9b265b1a65b3_creerlio-app.
2025-11-27T04:59:41.8300362Z Deleting container: 9b265b1a65b3_creerlio-app. Retry count = 0
2025-11-27T04:59:42.2428084Z Container spec TerminationMessagePolicy  path 
2025-11-27T04:59:42.2460479Z Container is terminated. Total time elapsed: 530 ms.
2025-11-27T04:59:42.2538277Z Site container: creerlio-app terminated during site startup.
2025-11-27T04:59:42.3198710Z Site startup probe failed after 41.5349353 seconds.
2025-11-27T04:59:42.7368831Z Failed to start site. Revert by stopping site.
2025-11-27T04:59:42.7632892Z Site: creerlio-app stopped.
2025-11-27T05:00:25.8574323Z Container start method called.
2025-11-27T05:00:25.8577354Z Establishing network.
2025-11-27T05:00:25.8579343Z Pulling image: appsvc/node:20-lts_20251016.4.tuxprod.
2025-11-27T05:00:26.4284660Z Container is starting.
2025-11-27T05:00:26.4286897Z Establishing user namespace if not established already.
2025-11-27T05:00:26.4288070Z Establishing network if not established already.
2025-11-27T05:00:26.4289517Z Mounting volumes.
2025-11-27T05:00:26.4296257Z Nested mountpoint 
2025-11-27T05:00:26.4951795Z Nested mountpoint volatile/logs
2025-11-27T05:00:26.5692901Z Nested mountpoint 
2025-11-27T05:00:26.6069875Z Nested mountpoint 
2025-11-27T05:00:26.7218378Z Nested mountpoint 
2025-11-27T05:00:27.2187245Z Creating container.
2025-11-27T05:00:27.2480802Z Creating pipes for streaming container io.
2025-11-27T05:00:27.2756884Z Creating stdout named pipe at /podr/container/pipe/8785214c441e_creerlio-app/stdout_8fd7035dc43c41c892fe43c0d00544e6.
2025-11-27T05:00:27.2942331Z Successfully created stdout named pipe at: /podr/container/pipe/8785214c441e_creerlio-app/stdout_8fd7035dc43c41c892fe43c0d00544e6.
2025-11-27T05:00:27.3008846Z Opening named pipe /podr/container/pipe/8785214c441e_creerlio-app/stdout_8fd7035dc43c41c892fe43c0d00544e6 for reading in non-blocking mode.
2025-11-27T05:00:27.3033084Z Successfully opened named pipe: /podr/container/pipe/8785214c441e_creerlio-app/stdout_8fd7035dc43c41c892fe43c0d00544e6.
2025-11-27T05:00:27.3036163Z Successfully removed non-blocking flag from /podr/container/pipe/8785214c441e_creerlio-app/stdout_8fd7035dc43c41c892fe43c0d00544e6.
2025-11-27T05:00:27.3106083Z Creating stderr named pipe at /podr/container/pipe/8785214c441e_creerlio-app/stderr_20f2ec1165784de9a07aafa3f5aecae1.
2025-11-27T05:00:27.3119029Z Successfully created stderr named pipe at: /podr/container/pipe/8785214c441e_creerlio-app/stderr_20f2ec1165784de9a07aafa3f5aecae1.
2025-11-27T05:00:27.3190039Z Opening named pipe /podr/container/pipe/8785214c441e_creerlio-app/stderr_20f2ec1165784de9a07aafa3f5aecae1 for reading in non-blocking mode.
2025-11-27T05:00:27.3204466Z Successfully opened named pipe: /podr/container/pipe/8785214c441e_creerlio-app/stderr_20f2ec1165784de9a07aafa3f5aecae1.
2025-11-27T05:00:27.3271490Z Successfully removed non-blocking flag from /podr/container/pipe/8785214c441e_creerlio-app/stderr_20f2ec1165784de9a07aafa3f5aecae1.
2025-11-27T05:00:27.3273222Z Creating container with image: appsvc/node:20-lts_20251016.4.tuxprod from registry: 10.1.0.6:13209 and fully qualified image name: 10.1.0.6:13209/appsvc/node:20-lts_20251016.4.tuxprod
2025-11-27T05:00:28.1834257Z Starting container: 8785214c441e_creerlio-app.
2025-11-27T05:00:28.3977135Z Starting watchers and probes.
2025-11-27T05:00:28.3981953Z Starting metrics collection.
2025-11-27T05:00:28.3983767Z Container is running.
2025-11-27T05:00:29.4557423Z Container start method finished after 3598 ms.
2025-11-27T05:01:12.7181596Z Container has finished running with exit code: 127.
2025-11-27T05:01:12.7264911Z Container is terminating. Grace period: 5 seconds.
2025-11-27T05:01:12.7285925Z Stop and delete container. Retry count = 0
2025-11-27T05:01:12.7294751Z Stopping container: 8785214c441e_creerlio-app.
2025-11-27T05:01:12.8291020Z Deleting container: 8785214c441e_creerlio-app. Retry count = 0
2025-11-27T05:01:13.1432785Z Container spec TerminationMessagePolicy  path 
2025-11-27T05:01:13.1562785Z Container is terminated. Total time elapsed: 427 ms.
2025-11-27T05:01:13.1605055Z Site container: creerlio-app terminated during site startup.
2025-11-27T05:01:13.1887524Z Site startup probe failed after 43.7295109 seconds.
2025-11-27T05:01:13.4447993Z Failed to start site. Revert by stopping site.
2025-11-27T05:01:13.4462429Z Site: creerlio-app stopped.
2025-11-27T05:01:14.5341605Z Site: creerlio-app will be blocked for 1 minutes till 11/27/2025 05:02:14
2025-11-27T05:01:15.9463900Z Start site prohibitted because the site is being blocked.
2025-11-27T05:02:08.6010464Z Start site prohibitted because the site is being blocked.
2025-11-27T05:02:09.0663633Z Start site prohibitted because the site is being blocked.
2025-11-27T05:02:14.5582153Z Site: creerlio-app is unblocked.
2025-11-27T05:02:17.9576755Z Container start method called.
2025-11-27T05:02:17.9578634Z Establishing network.
2025-11-27T05:02:17.9579941Z Pulling image: appsvc/node:20-lts_20251016.4.tuxprod.
2025-11-27T05:02:19.1295339Z Container is starting.
2025-11-27T05:02:19.1569542Z Establishing user namespace if not established already.
2025-11-27T05:02:19.1669962Z Establishing network if not established already.
2025-11-27T05:02:19.1692844Z Mounting volumes.
2025-11-27T05:02:19.1787352Z Nested mountpoint 
2025-11-27T05:02:19.2085611Z Nested mountpoint volatile/logs
2025-11-27T05:02:19.4160561Z Nested mountpoint 
2025-11-27T05:02:19.6369057Z Nested mountpoint 
2025-11-27T05:02:19.6758350Z Nested mountpoint 
2025-11-27T05:02:20.7699352Z Creating container.
2025-11-27T05:02:20.7705973Z Creating pipes for streaming container io.
2025-11-27T05:02:20.7708014Z Creating stdout named pipe at /podr/container/pipe/6323c94ebd10_creerlio-app/stdout_c2f21541e29c478eb3e513655e7383a2.
2025-11-27T05:02:20.7712310Z Successfully created stdout named pipe at: /podr/container/pipe/6323c94ebd10_creerlio-app/stdout_c2f21541e29c478eb3e513655e7383a2.
2025-11-27T05:02:20.7904955Z Opening named pipe /podr/container/pipe/6323c94ebd10_creerlio-app/stdout_c2f21541e29c478eb3e513655e7383a2 for reading in non-blocking mode.
2025-11-27T05:02:20.7907305Z Successfully opened named pipe: /podr/container/pipe/6323c94ebd10_creerlio-app/stdout_c2f21541e29c478eb3e513655e7383a2.
2025-11-27T05:02:20.7970547Z Successfully removed non-blocking flag from /podr/container/pipe/6323c94ebd10_creerlio-app/stdout_c2f21541e29c478eb3e513655e7383a2.
2025-11-27T05:02:20.8067764Z Creating stderr named pipe at /podr/container/pipe/6323c94ebd10_creerlio-app/stderr_92f83259238c40bab4f6e27c552b8ae2.
2025-11-27T05:02:20.8071226Z Successfully created stderr named pipe at: /podr/container/pipe/6323c94ebd10_creerlio-app/stderr_92f83259238c40bab4f6e27c552b8ae2.
2025-11-27T05:02:20.8073382Z Opening named pipe /podr/container/pipe/6323c94ebd10_creerlio-app/stderr_92f83259238c40bab4f6e27c552b8ae2 for reading in non-blocking mode.
2025-11-27T05:02:20.8075340Z Successfully opened named pipe: /podr/container/pipe/6323c94ebd10_creerlio-app/stderr_92f83259238c40bab4f6e27c552b8ae2.
2025-11-27T05:02:20.8076823Z Successfully removed non-blocking flag from /podr/container/pipe/6323c94ebd10_creerlio-app/stderr_92f83259238c40bab4f6e27c552b8ae2.
2025-11-27T05:02:20.8082321Z Creating container with image: appsvc/node:20-lts_20251016.4.tuxprod from registry: 10.1.0.6:13209 and fully qualified image name: 10.1.0.6:13209/appsvc/node:20-lts_20251016.4.tuxprod
2025-11-27T05:02:24.0597444Z Starting container: 6323c94ebd10_creerlio-app.
2025-11-27T05:02:24.2226896Z Starting watchers and probes.
2025-11-27T05:02:24.2230965Z Starting metrics collection.
2025-11-27T05:02:24.2233262Z Container is running.
2025-11-27T05:02:24.5638806Z Container start method finished after 6570 ms.
2025-11-27T05:04:07.0256967Z Container has finished running with exit code: 127.
2025-11-27T05:04:07.0320217Z Container is terminating. Grace period: 5 seconds.
2025-11-27T05:04:07.1229455Z Stop and delete container. Retry count = 0
2025-11-27T05:04:07.1238275Z Stopping container: 6323c94ebd10_creerlio-app.
2025-11-27T05:04:07.3886287Z Deleting container: 6323c94ebd10_creerlio-app. Retry count = 0
2025-11-27T05:04:08.2886957Z Container spec TerminationMessagePolicy  path 
2025-11-27T05:04:08.3245491Z Container is terminated. Total time elapsed: 1186 ms.
2025-11-27T05:04:08.3435545Z Site container: creerlio-app terminated during site startup.
2025-11-27T05:04:08.4398712Z Site startup probe failed after 103.7415498 seconds.
2025-11-27T05:04:09.1537892Z Failed to start site. Revert by stopping site.
2025-11-27T05:04:09.1817078Z Site: creerlio-app stopped.
2025-11-27T05:04:10.7994730Z Site: creerlio-app will be blocked for 1 minutes till 11/27/2025 05:05:10
2025-11-27T05:04:11.8220955Z Start site prohibitted because the site is being blocked.
2025-11-27T05:04:57.4534867Z Start site prohibitted because the site is being blocked.
2025-11-27T05:04:58.0079039Z Start site prohibitted because the site is being blocked.
2025-11-27T05:05:10.7965705Z Site: creerlio-app is unblocked.
2025-11-27T05:06:06.2546755Z Container start method called.
2025-11-27T05:06:06.2649648Z Establishing network.
2025-11-27T05:06:06.2651608Z Pulling image: appsvc/node:20-lts_20251016.4.tuxprod.
2025-11-27T05:06:06.9167038Z Container is starting.
2025-11-27T05:06:06.9177958Z Establishing user namespace if not established already.
2025-11-27T05:06:06.9239456Z Establishing network if not established already.
2025-11-27T05:06:06.9242487Z Mounting volumes.
2025-11-27T05:06:06.9246967Z Nested mountpoint 
2025-11-27T05:06:06.9897362Z Nested mountpoint volatile/logs
2025-11-27T05:06:07.0078025Z Nested mountpoint 
2025-11-27T05:06:07.0189100Z Nested mountpoint 
2025-11-27T05:06:07.0553506Z Nested mountpoint 
2025-11-27T05:06:07.6801129Z Creating container.
2025-11-27T05:06:07.6887114Z Creating pipes for streaming container io.
2025-11-27T05:06:07.6890085Z Creating stdout named pipe at /podr/container/pipe/f5e94d91748f_creerlio-app/stdout_86089f9e3caa484c968d6bf78a7ca982.
2025-11-27T05:06:07.6980909Z Successfully created stdout named pipe at: /podr/container/pipe/f5e94d91748f_creerlio-app/stdout_86089f9e3caa484c968d6bf78a7ca982.
2025-11-27T05:06:07.6988869Z Opening named pipe /podr/container/pipe/f5e94d91748f_creerlio-app/stdout_86089f9e3caa484c968d6bf78a7ca982 for reading in non-blocking mode.
2025-11-27T05:06:07.6991374Z Successfully opened named pipe: /podr/container/pipe/f5e94d91748f_creerlio-app/stdout_86089f9e3caa484c968d6bf78a7ca982.
2025-11-27T05:06:07.6992921Z Successfully removed non-blocking flag from /podr/container/pipe/f5e94d91748f_creerlio-app/stdout_86089f9e3caa484c968d6bf78a7ca982.
2025-11-27T05:06:07.6994739Z Creating stderr named pipe at /podr/container/pipe/f5e94d91748f_creerlio-app/stderr_0b30f47cd1b04237a7d88e7312bddcfe.
2025-11-27T05:06:07.6997693Z Successfully created stderr named pipe at: /podr/container/pipe/f5e94d91748f_creerlio-app/stderr_0b30f47cd1b04237a7d88e7312bddcfe.
2025-11-27T05:06:07.6999235Z Opening named pipe /podr/container/pipe/f5e94d91748f_creerlio-app/stderr_0b30f47cd1b04237a7d88e7312bddcfe for reading in non-blocking mode.
2025-11-27T05:06:07.7396338Z Successfully opened named pipe: /podr/container/pipe/f5e94d91748f_creerlio-app/stderr_0b30f47cd1b04237a7d88e7312bddcfe.
2025-11-27T05:06:07.7398670Z Successfully removed non-blocking flag from /podr/container/pipe/f5e94d91748f_creerlio-app/stderr_0b30f47cd1b04237a7d88e7312bddcfe.
2025-11-27T05:06:07.7488364Z Creating container with image: appsvc/node:20-lts_20251016.4.tuxprod from registry: 10.1.0.6:13209 and fully qualified image name: 10.1.0.6:13209/appsvc/node:20-lts_20251016.4.tuxprod
2025-11-27T05:06:08.8440630Z Starting container: f5e94d91748f_creerlio-app.
2025-11-27T05:06:08.9422413Z Starting watchers and probes.
2025-11-27T05:06:08.9512090Z Starting metrics collection.
2025-11-27T05:06:08.9525075Z Container is running.
2025-11-27T05:06:09.2214338Z Container start method finished after 2956 ms.
2025-11-27T05:06:55.0252342Z Container has finished running with exit code: 127.
2025-11-27T05:06:55.0254487Z Container is terminating. Grace period: 5 seconds.
2025-11-27T05:06:55.0257692Z Stop and delete container. Retry count = 0
2025-11-27T05:06:55.0333667Z Stopping container: f5e94d91748f_creerlio-app.
2025-11-27T05:06:55.1486780Z Deleting container: f5e94d91748f_creerlio-app. Retry count = 0
2025-11-27T05:06:55.5628300Z Container spec TerminationMessagePolicy  path 
2025-11-27T05:06:55.5669354Z Container is terminated. Total time elapsed: 540 ms.
2025-11-27T05:06:55.5728933Z Site container: creerlio-app terminated during site startup.
2025-11-27T05:06:55.5937087Z Site startup probe failed after 46.2590079 seconds.
2025-11-27T05:06:55.9011156Z Failed to start site. Revert by stopping site.
2025-11-27T05:06:55.9096079Z Site: creerlio-app stopped.
2025-11-27T05:48:59.1353631Z Container start method called.
2025-11-27T05:48:59.1432676Z Establishing network.
2025-11-27T05:48:59.1542794Z Pulling image: appsvc/node:20-lts_20251016.4.tuxprod.
2025-11-27T05:49:00.0035553Z Container is starting.
2025-11-27T05:49:00.0098042Z Establishing user namespace if not established already.
2025-11-27T05:49:00.0287113Z Establishing network if not established already.
2025-11-27T05:49:00.0293082Z Mounting volumes.
2025-11-27T05:49:00.0533782Z Nested mountpoint 
2025-11-27T05:49:00.0971274Z Nested mountpoint volatile/logs
2025-11-27T05:49:00.1723773Z Nested mountpoint 
2025-11-27T05:49:00.2577565Z Nested mountpoint 
2025-11-27T05:49:00.2957272Z Nested mountpoint 
2025-11-27T05:49:00.9942646Z Creating container.
2025-11-27T05:49:00.9965273Z Creating pipes for streaming container io.
2025-11-27T05:49:00.9967417Z Creating stdout named pipe at /podr/container/pipe/d439ac390703_creerlio-app/stdout_a61b2e2f2c80481e89182dc69c87779a.
2025-11-27T05:49:01.0039422Z Successfully created stdout named pipe at: /podr/container/pipe/d439ac390703_creerlio-app/stdout_a61b2e2f2c80481e89182dc69c87779a.
2025-11-27T05:49:01.0048397Z Opening named pipe /podr/container/pipe/d439ac390703_creerlio-app/stdout_a61b2e2f2c80481e89182dc69c87779a for reading in non-blocking mode.
2025-11-27T05:49:01.0057558Z Successfully opened named pipe: /podr/container/pipe/d439ac390703_creerlio-app/stdout_a61b2e2f2c80481e89182dc69c87779a.
2025-11-27T05:49:01.0069721Z Successfully removed non-blocking flag from /podr/container/pipe/d439ac390703_creerlio-app/stdout_a61b2e2f2c80481e89182dc69c87779a.
2025-11-27T05:49:01.0141291Z Creating stderr named pipe at /podr/container/pipe/d439ac390703_creerlio-app/stderr_d48ff0fdcf5f4c25b03ef57ec84852a1.
2025-11-27T05:49:01.0150490Z Successfully created stderr named pipe at: /podr/container/pipe/d439ac390703_creerlio-app/stderr_d48ff0fdcf5f4c25b03ef57ec84852a1.
2025-11-27T05:49:01.0162976Z Opening named pipe /podr/container/pipe/d439ac390703_creerlio-app/stderr_d48ff0fdcf5f4c25b03ef57ec84852a1 for reading in non-blocking mode.
2025-11-27T05:49:01.0238045Z Successfully opened named pipe: /podr/container/pipe/d439ac390703_creerlio-app/stderr_d48ff0fdcf5f4c25b03ef57ec84852a1.
2025-11-27T05:49:01.0251255Z Successfully removed non-blocking flag from /podr/container/pipe/d439ac390703_creerlio-app/stderr_d48ff0fdcf5f4c25b03ef57ec84852a1.
2025-11-27T05:49:01.0283328Z Creating container with image: appsvc/node:20-lts_20251016.4.tuxprod from registry: 10.1.0.4:13209 and fully qualified image name: 10.1.0.4:13209/appsvc/node:20-lts_20251016.4.tuxprod
2025-11-27T05:49:02.4321024Z Starting container: d439ac390703_creerlio-app.
2025-11-27T05:49:02.5613182Z Starting watchers and probes.
2025-11-27T05:49:02.5738005Z Starting metrics collection.
2025-11-27T05:49:02.5813478Z Container is running.
2025-11-27T05:49:04.0059419Z Container start method finished after 4858 ms.
2025-11-27T05:52:55.1450363Z Site startup probe failed after 230.8812139 seconds.
2025-11-27T05:52:57.0112303Z Failed to start site. Revert by stopping site.
2025-11-27T05:52:57.1651706Z Container is terminating. Grace period: 5 seconds.
2025-11-27T05:52:57.7611298Z Stop and delete container. Retry count = 0
2025-11-27T05:52:57.7892028Z Stopping container: d439ac390703_creerlio-app.
2025-11-27T05:53:03.2954179Z Deleting container: d439ac390703_creerlio-app. Retry count = 0
2025-11-27T05:53:08.1638317Z Container spec TerminationMessagePolicy  path 
2025-11-27T05:53:08.1826736Z Container is terminated. Total time elapsed: 10988 ms.
2025-11-27T05:53:08.1828195Z Site container: creerlio-app terminated during site startup.
2025-11-27T05:53:08.2297230Z Site: creerlio-app stopped.
2025-11-27T05:53:22.2700772Z Container start method called.
2025-11-27T05:53:22.3015736Z Establishing network.
2025-11-27T05:53:22.3192939Z Pulling image: appsvc/node:20-lts_20251016.4.tuxprod.
2025-11-27T05:53:23.6601326Z Container is starting.
2025-11-27T05:53:23.6689871Z Establishing user namespace if not established already.
2025-11-27T05:53:23.6716361Z Establishing network if not established already.
2025-11-27T05:53:23.6789527Z Mounting volumes.
2025-11-27T05:53:23.6972923Z Nested mountpoint 
2025-11-27T05:53:23.7873023Z Nested mountpoint volatile/logs
2025-11-27T05:53:23.8059500Z Nested mountpoint 
2025-11-27T05:53:23.9007394Z Nested mountpoint 
2025-11-27T05:53:23.9218865Z Nested mountpoint 
2025-11-27T05:53:25.7135729Z Creating container.
2025-11-27T05:53:25.7138491Z Creating pipes for streaming container io.
2025-11-27T05:53:25.7142077Z Creating stdout named pipe at /podr/container/pipe/b70ac9aaf950_creerlio-app/stdout_1e5c7be918214063b8ad1eb731876661.
2025-11-27T05:53:25.7171271Z Successfully created stdout named pipe at: /podr/container/pipe/b70ac9aaf950_creerlio-app/stdout_1e5c7be918214063b8ad1eb731876661.
2025-11-27T05:53:25.7429460Z Opening named pipe /podr/container/pipe/b70ac9aaf950_creerlio-app/stdout_1e5c7be918214063b8ad1eb731876661 for reading in non-blocking mode.
2025-11-27T05:53:25.7431727Z Successfully opened named pipe: /podr/container/pipe/b70ac9aaf950_creerlio-app/stdout_1e5c7be918214063b8ad1eb731876661.
2025-11-27T05:53:25.7433347Z Successfully removed non-blocking flag from /podr/container/pipe/b70ac9aaf950_creerlio-app/stdout_1e5c7be918214063b8ad1eb731876661.
2025-11-27T05:53:25.7447506Z Creating stderr named pipe at /podr/container/pipe/b70ac9aaf950_creerlio-app/stderr_12faa2d6152541a2b66a289a02ec6ef5.
2025-11-27T05:53:25.7451859Z Successfully created stderr named pipe at: /podr/container/pipe/b70ac9aaf950_creerlio-app/stderr_12faa2d6152541a2b66a289a02ec6ef5.
2025-11-27T05:53:25.7453463Z Opening named pipe /podr/container/pipe/b70ac9aaf950_creerlio-app/stderr_12faa2d6152541a2b66a289a02ec6ef5 for reading in non-blocking mode.
2025-11-27T05:53:25.7455257Z Successfully opened named pipe: /podr/container/pipe/b70ac9aaf950_creerlio-app/stderr_12faa2d6152541a2b66a289a02ec6ef5.
2025-11-27T05:53:25.7535705Z Successfully removed non-blocking flag from /podr/container/pipe/b70ac9aaf950_creerlio-app/stderr_12faa2d6152541a2b66a289a02ec6ef5.
2025-11-27T05:53:25.7620122Z Creating container with image: appsvc/node:20-lts_20251016.4.tuxprod from registry: 10.1.0.4:13209 and fully qualified image name: 10.1.0.4:13209/appsvc/node:20-lts_20251016.4.tuxprod
2025-11-27T05:53:26.7699820Z Starting container: b70ac9aaf950_creerlio-app.
2025-11-27T05:53:26.8577707Z Starting watchers and probes.
2025-11-27T05:53:26.8690084Z Starting metrics collection.
2025-11-27T05:53:26.8698987Z Container is running.
2025-11-27T05:53:27.2024120Z Container start method finished after 4863 ms.
2025-11-27T05:57:18.1436446Z Site startup probe failed after 230.805881 seconds.
2025-11-27T05:57:19.9064699Z Failed to start site. Revert by stopping site.
2025-11-27T05:57:20.1105047Z Container is terminating. Grace period: 5 seconds.
2025-11-27T05:57:20.8741305Z Stop and delete container. Retry count = 0
2025-11-27T05:57:21.0376263Z Stopping container: b70ac9aaf950_creerlio-app.
2025-11-27T05:57:26.3144369Z Deleting container: b70ac9aaf950_creerlio-app. Retry count = 0
2025-11-27T05:57:27.6687447Z Container spec TerminationMessagePolicy  path 
2025-11-27T05:57:27.6869778Z Container is terminated. Total time elapsed: 7508 ms.
2025-11-27T05:57:27.6885079Z Site container: creerlio-app terminated during site startup.
2025-11-27T05:57:27.7080469Z Site: creerlio-app stopped.
2025-11-27T05:57:31.7990392Z Site: creerlio-app will be blocked for 1 minutes till 11/27/2025 05:58:31
2025-11-27T05:58:31.7907132Z Site: creerlio-app is unblocked.
2025-11-27T06:59:53.0256115Z Container start method called.
2025-11-27T06:59:53.0422924Z Establishing network.
2025-11-27T06:59:53.0603859Z Pulling image: appsvc/node:20-lts_20251016.4.tuxprod.
2025-11-27T06:59:53.6182372Z Container is starting.
2025-11-27T06:59:53.6198928Z Establishing user namespace if not established already.
2025-11-27T06:59:53.6209845Z Establishing network if not established already.
2025-11-27T06:59:53.6285074Z Mounting volumes.
2025-11-27T06:59:53.6390264Z Nested mountpoint 
2025-11-27T06:59:53.6932501Z Nested mountpoint volatile/logs
2025-11-27T06:59:53.7409827Z Nested mountpoint 
2025-11-27T06:59:53.8859124Z Nested mountpoint 
2025-11-27T06:59:53.8958523Z Nested mountpoint 
2025-11-27T06:59:54.5795520Z Creating container.
2025-11-27T06:59:54.5808811Z Creating pipes for streaming container io.
2025-11-27T06:59:54.5812890Z Creating stdout named pipe at /podr/container/pipe/6e881c69df6e_creerlio-app/stdout_412e11dc8b804668bdcd1b734de87694.
2025-11-27T06:59:54.6061029Z Successfully created stdout named pipe at: /podr/container/pipe/6e881c69df6e_creerlio-app/stdout_412e11dc8b804668bdcd1b734de87694.
2025-11-27T06:59:54.6066264Z Opening named pipe /podr/container/pipe/6e881c69df6e_creerlio-app/stdout_412e11dc8b804668bdcd1b734de87694 for reading in non-blocking mode.
2025-11-27T06:59:54.6085016Z Successfully opened named pipe: /podr/container/pipe/6e881c69df6e_creerlio-app/stdout_412e11dc8b804668bdcd1b734de87694.
2025-11-27T06:59:54.6099689Z Successfully removed non-blocking flag from /podr/container/pipe/6e881c69df6e_creerlio-app/stdout_412e11dc8b804668bdcd1b734de87694.
2025-11-27T06:59:54.6107683Z Creating stderr named pipe at /podr/container/pipe/6e881c69df6e_creerlio-app/stderr_f08dc9b655a24697a2cd1a57d37cc48d.
2025-11-27T06:59:54.6110405Z Successfully created stderr named pipe at: /podr/container/pipe/6e881c69df6e_creerlio-app/stderr_f08dc9b655a24697a2cd1a57d37cc48d.
